,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,Title,BooleanGender,NumericalEmbarked,NumericalTitle,NumericalSurvived,TravelingWith
826,No,3,male,30.0,0,0,56.4958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
827,Yes,2,male,1.0,0,2,37.0042,C,3,Master,0,2.0,1.0,1,Child TW/ Sibling
828,Yes,3,male,42.0,0,0,7.75,Q,1,Mr,0,3.0,4.0,1,Male TW/ Family
829,Yes,1,female,62.0,0,0,80.0,,1,Mrs,1,,3.0,1,Female TW/ Family
830,Yes,3,female,15.0,1,0,14.4542,C,2,Mrs,1,2.0,3.0,1,Child TW/ Parent
831,Yes,2,male,0.83,1,1,18.75,S,3,Master,0,1.0,1.0,1,Child TW/ Family
832,No,3,male,26.0,0,0,7.2292,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
833,No,3,male,23.0,0,0,7.8542,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
834,No,3,male,18.0,0,0,8.3,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
835,Yes,1,female,39.0,1,1,83.1583,C,3,Miss,1,2.0,2.0,1,Female TW/ Family
836,No,3,male,21.0,0,0,8.6625,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
837,No,3,male,27.0,0,0,8.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
838,Yes,3,male,32.0,0,0,56.4958,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
839,Yes,1,male,37.0,0,0,29.7,C,1,Mr,0,2.0,4.0,1,Male TW/ Family
840,No,3,male,20.0,0,0,7.925,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
841,No,2,male,16.0,0,0,10.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
842,Yes,1,female,30.0,0,0,31.0,C,1,Miss,1,2.0,2.0,1,Female TW/ Family
843,No,3,male,34.5,0,0,6.4375,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
844,No,3,male,17.0,0,0,8.6625,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
845,No,3,male,42.0,0,0,7.55,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
846,No,3,male,42.0,8,2,69.55,S,11,Mr,0,1.0,4.0,0,Male TW/ Family
847,No,3,male,35.0,0,0,7.8958,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
848,No,2,male,28.0,0,1,33.0,S,2,Officer,0,1.0,6.0,0,Male TW/ Family
849,Yes,1,female,39.0,1,0,89.1042,C,2,Mrs,1,2.0,3.0,1,Female TW/ Family
850,No,3,male,4.0,4,2,31.275,S,7,Master,0,1.0,1.0,0,Child TW/ Family
851,No,3,male,74.0,0,0,7.775,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
852,No,3,female,9.0,1,1,15.2458,C,3,Miss,1,2.0,2.0,0,Child TW/ Family
853,Yes,1,female,16.0,0,1,39.4,S,2,Miss,1,1.0,2.0,1,Female TW/ Family
854,No,2,female,44.0,1,0,26.0,S,2,Mrs,1,1.0,3.0,0,Female TW/ Family
855,Yes,3,female,18.0,0,1,9.35,S,2,Mrs,1,1.0,3.0,1,Female TW/ Family
856,Yes,1,female,45.0,1,1,164.8667,S,3,Mrs,1,1.0,3.0,1,Female TW/ Family
857,Yes,1,male,51.0,0,0,26.55,S,1,Mr,0,1.0,4.0,1,Male TW/ Family
858,Yes,3,female,24.0,0,3,19.2583,C,4,Mrs,1,2.0,3.0,1,Female TW/ Family
859,No,3,male,42.0,0,0,7.2292,C,1,Mr,0,2.0,4.0,0,Male TW/ Family
860,No,3,male,41.0,2,0,14.1083,S,3,Mr,0,1.0,4.0,0,Male TW/ Family
861,No,2,male,21.0,1,0,11.5,S,2,Mr,0,1.0,4.0,0,Male TW/ Family
862,Yes,1,female,48.0,0,0,25.9292,S,1,Mrs,1,1.0,3.0,1,Female TW/ Family
863,No,3,female,27.0,8,2,69.55,S,11,Miss,1,1.0,2.0,0,Female TW/ Family
864,No,2,male,24.0,0,0,13.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
865,Yes,2,female,42.0,0,0,13.0,S,1,Mrs,1,1.0,3.0,1,Female TW/ Family
866,Yes,2,female,27.0,1,0,13.8583,C,2,Miss,1,2.0,2.0,1,Female TW/ Family
867,No,1,male,31.0,0,0,50.4958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
868,No,3,male,38.0,0,0,9.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
869,Yes,3,male,4.0,1,1,11.1333,S,3,Master,0,1.0,1.0,1,Child TW/ Family
870,No,3,male,26.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
871,Yes,1,female,47.0,1,1,52.5542,S,3,Mrs,1,1.0,3.0,1,Female TW/ Family
872,No,1,male,33.0,0,0,5.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
873,No,3,male,47.0,0,0,9.0,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
874,Yes,2,female,28.0,1,0,24.0,C,2,Mrs,1,2.0,3.0,1,Female TW/ Family
875,Yes,3,female,15.0,0,0,7.225,C,1,Miss,1,2.0,2.0,1,Child TW/ Nanny
876,No,3,male,20.0,0,0,9.8458,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
877,No,3,male,19.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
878,No,3,male,28.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
879,Yes,1,female,56.0,0,1,83.1583,C,2,Mrs,1,2.0,3.0,1,Female TW/ Family
880,Yes,2,female,25.0,0,1,26.0,S,2,Mrs,1,1.0,3.0,1,Female TW/ Family
881,No,3,male,33.0,0,0,7.8958,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
882,No,3,female,22.0,0,0,10.5167,S,1,Miss,1,1.0,2.0,0,Female TW/ Family
883,No,2,male,28.0,0,0,10.5,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
884,No,3,male,25.0,0,0,7.05,S,1,Mr,0,1.0,4.0,0,Male TW/ Family
885,No,3,female,39.0,0,5,29.125,Q,6,Mrs,1,3.0,3.0,0,Female TW/ Family
886,No,2,male,27.0,0,0,13.0,S,1,Officer,0,1.0,6.0,0,Male TW/ Family
887,Yes,1,female,19.0,0,0,30.0,S,1,Miss,1,1.0,2.0,1,Female TW/ Family
888,No,3,female,15.0,1,2,23.45,S,4,Miss,1,1.0,2.0,0,Child TW/ Family
889,Yes,1,male,26.0,0,0,30.0,C,1,Mr,0,2.0,4.0,1,Male TW/ Family
890,No,3,male,32.0,0,0,7.75,Q,1,Mr,0,3.0,4.0,0,Male TW/ Family
